Area,Reward,Environment Type,Algorithm,Episodes,Max Sumo Steps,Traffic Scale,Seed,Runned By,Reward of Last Episode,Average Reward for Evaluated Episodes,Derivative of Reward,Waiting Time,Speed,Depart Delay,Time Loss,Waiting Car,Total Time,Device,Notes,Study Group
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫38,0,Emad,,,,,,,,,,,,Environment Type Effect; 
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,1000,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,200,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫38,0,Emad,,,,,,,,,,,,Environment Type Effect; 
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,350,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,PPO,1000,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫38,0,Youssef,28.264,33.93497388318325,4.020121283587404,23.94,24.81,714.94,111.96,2272,15.038,colab,,Episode Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫38,1,Youssef,13.511,14.22410002601905,-9.423490054476153,25.38,24.81,715.63,113.25,2273,13.959,colab,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫38,2,Youssef,34.252,34.252326367567086,18.881018857387396,22.74,24.86,721.52,109.51,2270,22.928,colab,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,200,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫14,0,Youssef,13.975,18.18469343005173,-10.708988097738935,24.2,27.29,345.09,113.72,397,27.253,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫14,1,Kerolos,14.408,14.4079,-8.8577,22.25,27.45,339.32,111.33,396,22.056,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫14,2,Maian,,,,,,,,,,,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫14,3,Bichay,,,,,,,,,,,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫38,0,Bichay,,,,,,,,,,,,Algorithm Performance; Episode Effect; Max Sumo Steps Effect; Reward Function Effect; Environment Type Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫38,1,Kerolos,24.623,24.623,1.688,25.35,24.98,714.72,111.77,2269,26.987,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫38,2,Kerolos,31.263,32.838,15.892,23.34,24.94,717.46,110.97,2279,39.544,colab,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫38,3,,,,,,,,,,,,,Algorithm Performance; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫38,0,Marwa,22.153,22.153169583481993,4.194350148485022,23.92,26.3,521.85,108.51,1692.0,16.565,i5,,Max Sumo Steps Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫38,0,Marwa,63.608,66.12780726492068,15.187459959647946,25.32,25.2,1502.39,114.49,4710.0,41.979,i5,,Max Sumo Steps Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,350,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,0,Taha,30.867,30.867,6.62,23.8,25.72,713.26,109.77,2269,112.871,colab,,Episode Effect; 
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,2,,,,,,,,,,,,,
