Area,Reward,Environment Type,Algorithm,Episodes,Max Sumo Steps,Traffic Scale,Seed,Runned By,Reward of Last Episode,Average Reward for Evaluated Episodes,Derivative of Reward,Waiting Time,Speed,Depart Delay,Time Loss,Waiting Car,Total Time,Device,Notes,Study Group
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,GroupedSumoEnv,PPO,1000,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,200,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫38,0,Rimon,-20.643,-15.488201028444596,1.8547396505068825,22.86,25.11,721.6,110.22,2270.0,35.188,colab,,Reward Function Effect; 
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,350,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,D3QN,1000,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,200,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫38,0,Rimon,-16.993999481201172,-12.753153714584187,16.25994300842285,23.45,24.92,715.19,110.91,2282.0,15.265,colab,,Reward Function Effect; 
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,350,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Literature,HighGroupedSumoEnv,PPO,1000,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,2000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,1500,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫14,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫14,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫38,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫38,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫38,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫38,3,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,200,4000,0٫38,mean,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫14,0,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫14,1,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫14,2,,,,,,,,,,,,,
Area3 (San Stefano),Proposed,GroupedSumoEnv,D3QN,350,2000,0٫14,3,,,,,,,,,,,,,
