step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1698478721_stopped,1698478721_accumulated_waiting_time,1698478721_average_speed,295959999_stopped,295959999_accumulated_waiting_time,295959999_average_speed,5375841071_stopped,5375841071_accumulated_waiting_time,5375841071_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
